,id,title,title_lower,type,description,release_year,country_code,country,genre,seasons,age_certification,age_group,runtime,runtime_type,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
3983,tm838705,Holiday Rush,holiday rush,MOVIE,"After his sudden firing, a popular radio DJ moves in with his aunt, bringing along his four spoiled children, and a plan to return to the airwaves.",2019,US,United States of America,drama,0,not specified,not specified,94,long,4.9,2723,10.776,5.6
3984,ts252015,GAME ON: A Comedy Crossover Event,game on: a comedy crossover event,SHOW,"Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.",2020,US,United States of America,comedy,2,TV-G,children,30,short,5.5,219,3.255,7.7
3985,tm973335,The Body,the body,MOVIE,"When the body of a powerful businesswoman goes missing from the morgue, the inspector-in-charge hunts for the truth. When he questions her husband he realizes that there is much more to the case than meets the eye.",2019,IN,India,thriller,0,not specified,not specified,104,long,5.5,3321,3.311,5.7
3986,tm822099,The Blue Elephant 2,the blue elephant 2,MOVIE,"A meeting with a new inmate in the psychiatric hospital flips Dr. Yehia's life upside down, he prophesies that the death of his entire family is only three days away.",2019,unknown,unknown,horror,0,not specified,not specified,130,long,8.2,9475,-1.0,-1.0
3987,tm234980,A Choo,a choo,MOVIE,"Even when they were orphans, Wang Yizhi has always been in love with Xinxin. Now older, Yizhi decides to train as a boxer before he allows himself to profess his love, but only for her to fall for a geeky computer engineer who is secretly a popular superhero. When Xinxin gets kidnapped, Yizhi must prove his love and his fighting skills to get the girl of his dreams.",2020,TW,"Taiwan, Province of China[note 1]",romance,0,not specified,not specified,101,long,5.5,378,3.187,5.0
3988,tm910612,The Claus Family,the claus family,MOVIE,"After discovering his grandfather is Santa Claus, Jules has to help him deliver his presents all around the world. But Jules' hatred for Christmas might make that more difficult than Santa thought.",2020,BE,Belgium,comedy,0,not specified,not specified,96,long,5.5,2022,6.659,5.7
3989,tm850382,Sillu Karupatti,sillu karupatti,MOVIE,An anthology of four romantic stories across four age groups connected by that magical thread called love.,2019,IN,India,drama,0,G,children,138,long,8.0,1748,3.546,7.4
3990,tm464509,K. D.,k. d.,MOVIE,"As his children plot his death to claim their inheritance, an aging patriarch leaves home, befriending a spunky boy who adds direction to his life.",2019,IN,India,drama,0,not specified,not specified,119,long,8.4,1787,1.848,7.6
3991,tm820116,Street Flow,street flow,MOVIE,"Noumouké, from the suburb of Paris, is about to decide which brother's foot steps to follow - the lawyer student Soulaymaan or the gangster Demba.",2019,FR,France,drama,0,not specified,not specified,96,long,6.4,1527,13.211,7.1
3992,tm856945,Carmen Sandiego: To Steal or Not to Steal,carmen sandiego: to steal or not to steal,MOVIE,"You drive the action in this interactive adventure, helping Carmen save Ivy and Zack when V.I.L.E. captures them during a heist in Shanghai.",2020,CA,Canada,animation,0,not specified,not specified,31,short,-1.0,-1,5.246,6.4
3993,tm859143,Torbaaz,torbaaz,MOVIE,"At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket and soon realizes that the stakes go beyond the sport.",2020,IN,India,drama,0,not specified,not specified,132,long,6.9,17892,2.797,7.6
3994,tm918026,Sam Jay: 3 in the Morning,sam jay: 3 in the morning,MOVIE,"Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more.",2020,unknown,unknown,comedy,0,not specified,not specified,64,medium,6.4,520,3.01,6.4
3995,tm918960,The Magic School Bus Rides Again: Kids in Space,the magic school bus rides again: kids in space,MOVIE,The Magic School Bus kids blast into orbit - and onto the International Space Station - only to find themselves on the run from a giant tardigrade.,2020,CA,Canada,action,0,not specified,not specified,45,short,6.1,86,3.821,7.6
3996,ts89340,Crime Diaries: The Candidate,crime diaries: the candidate,SHOW,"In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it.",2019,MX,Mexico,thriller,1,TV-MA,adults,42,long,7.5,813,9.173,7.4
3997,ts103574,Sakho & Mangane,sakho & mangane,SHOW,"Two cops with very different methods, solving mysterious murder cases surrounded by black magic.",2019,SN,Senegal,action,1,TV-MA,adults,51,long,6.3,135,3.577,7.0
3998,ts218367,Secreto bien guardado,secreto bien guardado,SHOW,"In the summer of 1940, Amalia, a young high-class Jew discovers love with Marthin Muller, a Nazi officer.",2019,AR,Argentina,drama,1,TV-MA,adults,30,short,5.0,195,2.832,10.0
3999,tm840216,Iliza Shlesinger: Unveiled,iliza shlesinger: unveiled,MOVIE,"Comedian Iliza Shlesinger dissects her recent wedding with riffs on screeching bachelorette parties, that creepy garter removal tradition and more.",2019,US,United States of America,comedy,0,not specified,not specified,78,medium,6.5,1688,4.031,6.5
4000,tm938048,Michelle Buteau: Welcome to Buteaupia,michelle buteau: welcome to buteaupia,MOVIE,"Scene-stealing queen Michelle Buteau dazzles with real talk on relationships, parenthood, cultural differences and the government workers who adore her.",2020,unknown,unknown,comedy,0,not specified,not specified,58,short,7.0,589,2.939,6.9
4001,tm821662,Vikruthi,vikruthi,MOVIE,"Mistaking the sleeping passenger on his train for a drunk, a young man posts a picture of him online, unaware of his impulsive act's ugly repercussions.",2019,IN,India,drama,0,not specified,not specified,123,long,7.4,1574,2.141,6.8
4002,tm540277,Nasha Natasha,nasha natasha,MOVIE,"Natalia Oreiro's story is absolutely unique. She is the only performer from Rio de la Plata and one of the very few Latin American performers who, despite language and cultural barriers, has become a popular symbol in such different countries as Czech Republic, Poland, Russia and Israel, This film is an attempt to uncover the phenomenon.",2020,UY,Uruguay,documentation,0,not specified,not specified,83,medium,6.3,305,2.051,6.7
4003,tm810642,Manmadhudu 2,manmadhudu 2,MOVIE,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",2019,IN,India,comedy,0,not specified,not specified,155,long,4.8,708,2.4,6.0
4004,tm984018,Cops and Robbers,cops and robbers,MOVIE,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.,2020,US,United States of America,animation,0,PG-13,supervised,8,short,6.9,-1,4.414,7.0
4005,tm946801,Just Another Christmas,just another christmas,MOVIE,"After taking a very nasty fall on Christmas Eve, grinchy Jorge blacks out and wakes up one year later, with no memory of the year that has passed. He soon realizes that he’s doomed to keep waking up on Christmas Eve after Christmas Eve, having to deal with the aftermath of what his other self has done the other 364 days of the year.",2020,BR,Brazil,comedy,0,not specified,not specified,101,long,6.7,4506,7.195,7.4
4006,ts221891,Legend Quest: Masters of Myth,legend quest: masters of myth,SHOW,"When mythical creatures come to life, it's up to Leo Teodora, Don Andrés and Alebrije -- super-secret monster hunters -- to save the day",2019,MX,Mexico,animation,1,TV-Y7,children,25,short,7.5,128,5.398,10.0
4007,tm1172010,The Lockdown Plan,the lockdown plan,MOVIE,unavailable,2020,unknown,unknown,unknown,0,not specified,not specified,49,short,6.5,-1,-1.0,-1.0
4008,tm847630,The App,the app,MOVIE,"Loving girlfriend, family fortune, breakout movie role: he's got it all. Until an app awakens a powerful new yearning. While in Rome to shoot his first movie, actor and industrial heir Niccolò becomes obsessed with the dating app ""US"" that sends him into a self-destructive spiral.",2019,IT,Italy,drama,0,not specified,not specified,79,medium,2.7,1347,7.473,2.9
4009,tm946927,Dance Dreams: Hot Chocolate Nutcracker,dance dreams: hot chocolate nutcracker,MOVIE,"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker,"" a reimagining of the classic ballet.",2020,US,United States of America,documentation,0,not specified,not specified,80,medium,7.0,341,4.109,7.8
4010,ts218504,Hello Ninja,hello ninja,SHOW,"When Wesley puts his hands together, bows to his reflection and says the words, ""Hello, Ninja"" his surroundings instantly transform into an enchanting Ninja world.",2019,CA,Canada,family,4,TV-Y,children,13,short,6.8,119,7.582,7.0
4011,tm431769,Once Again,once again,MOVIE,"After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person.",2019,DE,Germany,drama,0,not specified,not specified,101,long,7.0,980,1.484,6.1
4012,ts237487,True: Terrific Tales,true: terrific tales,SHOW,"Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.",2020,US,United States of America,animation,1,not specified,not specified,8,short,6.2,24,2.148,9.0
4013,tm878995,Dragons: Rescue Riders: Hunt for the Golden Dragon,dragons: rescue riders: hunt for the golden dragon,MOVIE,"The Rescue Riders have been asked to find a precious golden dragon egg, and keep it safe from evil pirates.",2020,US,United States of America,animation,0,not specified,not specified,46,short,5.1,155,7.16,6.8
4014,tm856545,Intuition,intuition,MOVIE,"Police officer Pipa works on her first big case while simultaneously investigating her boss, who is suspected of murder. The prequel to ""Perdida"".",2020,AR,Argentina,thriller,0,not specified,not specified,116,long,5.5,2663,15.292,6.3
4015,tm474263,Still Laugh-In: The Stars Celebrate,still laugh-in: the stars celebrate,MOVIE,"Hollywood's finest pay tribute to ""Rowan and Martin's Laugh-In"" for an uncensored and unforgettable celebration at The Dolby Theater.",2019,unknown,unknown,comedy,0,not specified,not specified,60,medium,5.2,590,2.988,5.5
4016,tm462037,Mi amigo Alexis,mi amigo alexis,MOVIE,"When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game.",2019,CL,Chile,drama,0,not specified,not specified,100,long,5.1,346,5.082,6.3
4017,tm851499,Vir Das: For India,vir das: for india,MOVIE,"From the Vedas to Vasco de Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",2020,IN,India,comedy,0,not specified,not specified,75,medium,7.7,1260,2.277,8.3
4018,tm927033,True: Friendship Day,true: friendship day,MOVIE,"When a giant Grippity-Grab snags Grizelda's friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.",2020,CA,Canada,animation,0,not specified,not specified,23,short,6.9,23,1.845,10.0
4019,tm849102,Shimla Mirchi,shimla mirchi,MOVIE,"While on holiday, Avi meets Naina and falls in love with her. Smitten, he decides to stay and work in her cafe. He confesses his love in a letter, however it's Naina's mother who mistakenly reads it.",2020,IN,India,romance,0,not specified,not specified,129,long,4.6,1537,2.477,-1.0
4020,tm954606,Felix Lobrecht: Hype,felix lobrecht: hype,MOVIE,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special.",2020,DE,Germany,comedy,0,not specified,not specified,59,short,5.8,261,1.144,6.7
4021,tm431810,Evelyn,evelyn,MOVIE,"Haunted by the suicide of a brother, a director and his kin walk across the UK in an emotionally trying, visually sublime journey toward healing.",2019,GB,United Kingdom of Great Britain and Northern Ireland,documentation,0,not specified,not specified,95,long,7.2,772,4.313,6.8
4022,tm469966,The Unknown Saint,the unknown saint,MOVIE,"Moments before his capture by police, a thief digs a grave to hide a bag of money. Released from prison years later he returns to retrieve the bag, only to find a shrine to an Unknown Saint build directly over his loot, and a brand new village constructed all around it.",2020,MA,Morocco,comedy,0,not specified,not specified,100,long,6.5,1127,2.526,6.4
4023,tm818239,Penalty,penalty,MOVIE,"A story of a North-east Indian football player who's fighting day and night with the society in order to achieve his dreams. The film covers all kinds of layers in one single film from negative backlashes, social pressures to a complete change over in one's life.",2019,IN,India,sport,0,not specified,not specified,128,long,5.3,878,1.904,5.0
4024,ts222980,Singapore Social,singapore social,SHOW,"Peer into the lives of young Singaporeans as they defy expectations and traverse the tricky terrain of career, romance and family.",2019,US,United States of America,reality,1,not specified,not specified,38,long,4.7,2197,1.797,10.0
4025,ts221151,Living Undocumented,living undocumented,SHOW,Eight undocumented families' fates roller-coast as the United States' immigration policies are transformed.,2019,US,United States of America,documentation,1,TV-MA,adults,43,long,6.6,580,1.19,6.0
4026,tm469510,Albert  Pinto Ko Gussa Kyun Aata Hai?,albert  pinto ko gussa kyun aata hai?,MOVIE,"Albert Pinto goes missing one day and his girlfriend and family start making rounds at the police station to track him down. Unknown to them, he is on his way to Goa to carry out his first assignment as a hitman.",2019,IN,India,crime,0,not specified,not specified,94,long,5.5,1922,0.717,4.0
4027,tm845607,Spirit Riding Free: Spirit of Christmas,spirit riding free: spirit of christmas,MOVIE,"Lucky and her friends venture into town on Christmas Eve in an attempt to fulfill their holiday plans. But when distractions lead to delays, they must figure out how to get home in time for Christmas in the middle of a serious snowstorm!",2019,US,United States of America,animation,0,PG,supervised,45,short,5.2,124,8.492,6.9
4028,tm926528,AK vs AK,ak vs ak,MOVIE,"After a public spat with a movie star,  a disgraced director retaliates by kidnapping the actor's daughter, filming the search for her in real-time.",2020,IN,India,drama,0,not specified,not specified,108,long,6.9,14195,3.757,7.3
4029,tm1013697,Nneka the Pretty Serpent,nneka the pretty serpent,MOVIE,"When her parents are murdered, Nneka encounters the Queen of the Coast who offers to help her in revealing the identities of people who killed her parents. This changes the course of her life as she sets out on a mission of revenge.",2020,NG,Nigeria,horror,0,not specified,not specified,140,long,3.7,126,2.577,3.8
4030,tm854454,Varane Avashyamund,varane avashyamund,MOVIE,"A divorced woman trying to get hired as a French tutor and teaching classical dance, and she has a daughter. Her brother Manuel also resides in a flat in Chennai. Their next door neighbours are Unnikrishnan, a retired Major who has a pet dog, Prabhakaran and Bibeesh who lives with a serial-actress aunt (not related by blood) and his young school going brother. The story revolves around the divorced mother and daughter finding happiness of love in their own ways. The film explores commonality of romantic love in different stages of life.",2020,IN,India,comedy,0,not specified,not specified,145,long,6.9,2803,3.258,7.0
4031,ts269073,The Fabulous Lives of Bollywood Wives,the fabulous lives of bollywood wives,SHOW,"Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship.",2020,IN,India,reality,1,TV-MA,adults,37,long,4.7,9695,1.363,5.5
4032,tm473813,Chopsticks,chopsticks,MOVIE,A gifted but insecure woman is in for a transformative experience when she enlists the help of an enigmatic con artist to recover her stolen car,2019,IN,India,comedy,0,not specified,not specified,100,long,6.5,4729,4.727,5.9
4033,tm1226722,U-Turn,u-turn,MOVIE,U turn tells the story of a budding investigator and a cop who will uncover the new conspiracies of a bike gang.,2020,PS,"Palestine, State of",thriller,0,not specified,not specified,120,long,4.4,272,1.68,5.7
4034,tm863611,Kappela,kappela,MOVIE,"Set in the village areas of Wayanad, Malappuram and Kannur, Kappela revolves around an ordinary, innocent girl who comes to Kozhikode city from a high range area called Poovarmala.",2020,IN,India,romance,0,not specified,not specified,113,long,7.5,3289,-1.0,-1.0
4035,tm998899,The Fisherman's Diary,the fisherman's diary,MOVIE,A 12-year old girl - Ekah (Faith Fidel) is inspired by the story of the youngest Noble Peace Prize Winner - Malala Yousafzai's. She is determined to go to school in a village of fisherman where the education of a girl child is considered to be a taboo. Her burning drive and determination to break this old adage gets her embroiled with her father's - Solomon (Kang Quintus) past experience with girl child education.,2020,CM,Cameroon,drama,0,not specified,not specified,142,long,6.4,631,4.522,7.1
4036,tm826875,Back to School,back to school,MOVIE,Two adults go to their middle school reunion in order to show off their success to old bullies teenage crushes..,2019,FR,France,comedy,0,not specified,not specified,83,medium,5.3,1267,5.563,5.4
4037,ts258169,Holiday Home Makeover with Mr. Christmas,holiday home makeover with mr. christmas,SHOW,"Mr. Christmas, a veteran in the interior design industry with a healthy obsession with the holiday season, takes you behind the scenes as he puts his design expertise and vast Christmas collection to good use.",2020,US,United States of America,reality,1,TV-G,children,44,long,5.8,293,5.464,6.7
4038,ts92405,Hasmukh,hasmukh,SHOW,"A timid, small-town comedian's long-awaited big break takes a dark turn when he realizes committing murder is the only way to keep his onstage mojo.",2020,IN,India,comedy,1,TV-MA,adults,32,long,5.3,2680,2.372,7.0
4039,tm452900,ReMastered: Massacre at the Stadium,remastered: massacre at the stadium,MOVIE,"For years, the murder of Chilean protest singer Victor Jara was blamed on an official in Pinochet's army. Now in exile, he tries to exonerate himself.",2019,CL,Chile,documentation,0,not specified,not specified,64,medium,7.2,787,2.55,7.7
4040,tm908128,Chaman Bahar,chaman bahar,MOVIE,"An ambitious young man, in a small town in Central India, sets up a paan shop to a floundering start. His fortunes start to change dramatically when a family shifts in the house across the road. Hordes of boys start following the teenage girl from the family and set up an ""adda"" at Billu's shop. His business flourishes tremendously but Billu is now more unhappy than ever, as he has fallen for the girl himself!",2020,IN,India,drama,0,not specified,not specified,111,long,6.9,6926,1.967,5.3
4041,ts223110,Sugar Rush Christmas,sugar rush christmas,SHOW,"It's everything you love about ""Sugar Rush"" -- with a holly jolly holiday twist -- in this Christmas-themed spin on competitive baking.",2019,US,United States of America,reality,2,TV-PG,supervised,51,long,6.8,590,2.274,7.7
4042,tm882606,Sethum Aayiram Pon,sethum aayiram pon,MOVIE,"Meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hangs heavy between them.",2019,IN,India,drama,0,G,children,102,long,7.2,349,1.974,6.0
4043,ts218776,Happy Jail,happy jail,SHOW,The jail in the Philippines made famous for a viral Michael Jackson dance video comes under the management of an ex-convict which causes some controversy,2019,unknown,unknown,documentation,1,not specified,not specified,34,long,6.9,249,1.225,10.0
4044,tm473647,ReMastered: The Lion's Share,remastered: the lion's share,MOVIE,"After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation.",2019,US,United States of America,music,0,PG-13,supervised,84,medium,6.9,637,2.952,7.0
4045,tm452574,"Ray Romano: Right Here, Around the Corner","ray romano: right here, around the corner",MOVIE,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began.",2019,US,United States of America,comedy,0,not specified,not specified,58,short,7.2,1693,2.483,6.8
4046,tm840242,Arsenio Hall: Smart and Classy,arsenio hall: smart and classy,MOVIE,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",2019,US,United States of America,comedy,0,not specified,not specified,63,medium,6.0,460,3.367,5.9
4047,ts88608,Cricket Fever: Mumbai Indians,cricket fever: mumbai indians,SHOW,Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.,2019,IN,India,documentation,1,TV-MA,adults,38,long,7.2,710,1.4,9.0
4048,tm115973,Guna 369,guna 369,MOVIE,"Guna is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise.When he is framed for a crime he didn't commit by someone close to him, Guna is left with no choice and forced to the extremes to prove his innocence.",2019,IN,India,romance,0,not specified,not specified,146,long,6.7,19,2.278,5.0
4049,ts234501,Buddi,buddi,SHOW,"The Buddis bounce, spin, glide and giggle through their magical world, learning new things and sharing the joy of friendship.",2020,US,United States of America,family,2,TV-Y,children,10,short,7.2,58,1.032,10.0
4050,tm869373,High & Low: The Worst,high & low: the worst,MOVIE,"Demon High School is divide into a part-time system and a full-time system, Yoshiki Murayama is the head of the Demon high school and Kaede Hanaoka has an ambition to take on the full-time world in order to challenge Murayama one day.",2019,JP,Japan,action,0,not specified,not specified,125,long,6.7,516,4.017,7.1
4051,tm843143,Whipped,whipped,MOVIE,Four buddies attend a class taught by a love guru who leads them to question their romantic attachments — until her hidden agenda comes to light.,2020,ID,Indonesia,drama,0,not specified,not specified,97,long,4.0,642,2.293,6.4
4052,ts253288,Felipe Esparza: Bad Decisions,felipe esparza: bad decisions,SHOW,"Two live performances, one in English and one in Spanish. No matter the language, Felipe Esparza is muy muy.",2020,US,United States of America,comedy,1,TV-MA,adults,63,long,5.3,176,1.061,10.0
4053,tm848444,Masameer: The Movie,masameer: the movie,MOVIE,"Danah, a Saudi girl with a passion for artificial intelligence embark on a journey to create good in the world using robotics. Meanwhile, three friends Saad, Saltooh and Kalb hit rock bottom and go on a journey of their own to prove themselves to society by becoming crime fighting superheroes.",2020,SA,Saudi Arabia,animation,0,not specified,not specified,112,long,5.9,2274,2.473,6.2
4054,ts89895,Mighty Little Bheem,mighty little bheem,SHOW,An innocent toddler’s boundless curiosity -- and extraordinary might -- lead to mischief and adventure in his small Indian town.,2019,US,United States of America,animation,3,TV-Y,children,6,short,6.4,252,8.586,8.4
4055,tm823350,Luccas Neto in: Summer Camp,luccas neto in: summer camp,MOVIE,Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.,2019,BR,Brazil,comedy,0,G,children,87,medium,2.8,54,2.99,8.4
4056,ts262228,Tobot Galaxy Detectives,tobot galaxy detectives,SHOW,"Young detective Tyler King tackles all kinds of mysteries with his friends, the Galaxy Detectives.",2020,unknown,unknown,animation,2,TV-Y7,children,13,short,6.7,14,0.6,-1.0
4057,tm431349,Bulbul Can Sing,bulbul can sing,MOVIE,"Coming-of-age drama about a young girl living in rural India, fighting her way through love and loss as she figures out who she really is.",2019,IN,India,drama,0,not specified,not specified,95,long,7.0,390,0.638,7.8
4058,tm881984,Maska,maska,MOVIE,"Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations.",2020,IN,India,comedy,0,not specified,not specified,111,long,5.9,1451,1.752,6.0
4059,tm451852,The 3rd Eye 2,the 3rd eye 2,MOVIE,"After her sister died, Alia decides to start a new life by living in an orphanage owned by Mrs Laksmi and Mr Fadli as well as doing social work there. But Alia feels something wrong with the orphanage. Moreover, Nadia, one of the orphanage who apparently also has an inner eyes like Alia, can hears mysterious voices asking for help from all over the walls of the house. Alia and Nadia open a mysterious locked room. Since then disasters begin. It turns out that Alia and Nadia had made a big mistake and releases Darmah, a vengeful spirit that was deliberately locked in the room. Together with Mrs Windu, the paranormal and mentor of her inner eyes, Alia must confront Darmah and save the orphanage.",2019,ID,Indonesia,thriller,0,not specified,not specified,115,long,5.4,596,12.245,5.7
4060,tm842829,Dead Kids,dead kids,MOVIE,A socially awkward teen bonds with a group of misfits who plot to abduct the school's arrogant rich kid -- until their kidnapping scheme turns deadly.,2019,PH,Philippines,crime,0,not specified,not specified,94,long,5.3,494,3.644,5.9
4061,tm451584,Too Handsome To Handle,too handsome to handle,MOVIE,"Wary of the effects of his good looks on others, a shut-in agrees to attend high school for the first time and meets a girl who's immune to his charm.",2019,ID,Indonesia,comedy,0,not specified,not specified,106,long,6.7,564,5.718,6.0
4062,tm935388,Ginny Weds Sunny,ginny weds sunny,MOVIE,"Delhi girl Ginny lives with her matchmaker mother and is set up with Sunny, who has given up on the idea of love. He just wants to get married and settle down. But, the match is not that simple. As Ginny meets Sunny, there’s a lot more that comes to the fore than previously imagined in this tale of love, life, weddings and music.",2020,IN,India,comedy,0,not specified,not specified,125,long,5.7,4776,3.782,6.3
4063,tm907704,Dark City Beneath the Beat,dark city beneath the beat,MOVIE,"Dark City Beneath The Beat is an audiovisual experience that defines the soundscape of Baltimore city. Inspired by an all original Baltimore club music soundtrack, the film spotlights local club artists, DJs, dancers, producers, and Baltimore’s budding creative community as they are realizing their life dreams. Rhythmic and raw, these stories illustrate the unique characteristics of the city’s landscape and social climate through music, poetry, and dance. From the city’s social climate to its creative LGBTQ community, Dark City Beneath The Beat showcases Baltimore club music as a positive subculture in a city overshadowed by trauma, drugs, and violence.",2020,US,United States of America,documentation,0,not specified,not specified,65,medium,6.6,141,2.303,7.0
4064,tm452237,The Car: Road to Revenge,the car: road to revenge,MOVIE,"In a dilapidated cyberpunk city plagued by crime and corruption, an unscrupulous District Attorney is savagely murdered and tossed out of a building onto his brand new car. Mysteriously, the District Attorney and his car come back to life as a single being with a thirst for vengeance. The eerie driver-less car embarks on a vicious rampage exacting revenge on the criminals who murdered him. The Car: Road to Revenge is the stylized sequel to the unconventional horror cult classic The Car (1977), and features an homage to the original with the return of Ronny Cox as the Mechanic.",2019,US,United States of America,action,0,not specified,not specified,89,medium,4.0,1096,20.461,6.6
4065,tm456074,Jezebel,jezebel,MOVIE,"A true story. In the last days of her mother’s life, 19-year-old Tiffany crashes with five family members in a Las Vegas studio apartment. In order to make ends meet, her sister, a phone sex operator, introduces her to the world of fetish cam girls.",2020,US,United States of America,drama,0,not specified,not specified,88,medium,6.6,931,1.22,6.6
4066,tm894241,Kenny Sebastian: The Most Interesting Person in the Room,kenny sebastian: the most interesting person in the room,MOVIE,"Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough.",2020,IN,India,comedy,0,not specified,not specified,67,medium,6.0,1007,3.062,6.9
4067,ts224906,Find Yourself,find yourself,SHOW,"A determined entrepreneur navigates a love triangle between a young charmer and an older executive, leading her down an unconventional path to love.",2020,CN,China,drama,1,TV-14,supervised,45,long,7.7,212,14.895,7.7
4068,tm887052,Father Soldier Son,father soldier son,MOVIE,"When Sgt. First Class Brian Eisch is critically wounded in Afghanistan, it sets him and his sons on a journey of love, loss, redemption and legacy.",2020,US,United States of America,war,0,R,adults,99,long,7.3,952,10.385,6.2
4069,tm458363,Juanita,juanita,MOVIE,"Fed up with her deadbeat grown kids and marginal urban existence, Juanita takes a Greyhound bus to Paper Moon, Montana - where she reinvents herself and finds her mojo.",2019,US,United States of America,drama,0,not specified,not specified,90,long,6.0,2362,6.815,5.25
4070,tm845942,A Family Reunion Christmas,a family reunion christmas,MOVIE,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,2019,US,United States of America,comedy,0,not specified,not specified,29,short,5.8,219,7.028,6.1
4071,tm498444,Nimbe: The Movie,nimbe: the movie,MOVIE,"Nimbe is a story addressing the issues associated with drug abuse, some of the causes, how to identify and avoid such.",2019,unknown,unknown,drama,0,not specified,not specified,110,long,5.9,57,-1.0,-1.0
4072,tm831196,Chippa,chippa,MOVIE,"On the eve of his tenth birthday, when Chippa receives a letter for his long-absent father, he decides to leave his pavement abode to find out more.",2019,IN,India,drama,0,G,children,90,long,6.5,1103,1.315,5.0
4073,tm819841,Isa Pa with Feelings,isa pa with feelings,MOVIE,A frustrated architect finds solace with a deaf-mute neighbor. But their relationship is faced with challenges as miscommunications kicked in.,2019,PH,Philippines,comedy,0,not specified,not specified,102,long,7.8,344,2.73,7.4
4074,tm996316,Omo Ghetto: The Saga,omo ghetto: the saga,MOVIE,Omo Ghetto (Child of the Ghetto) franchise tells the story of twin sisters leading separate lives but are reunited by series of dramatic twists.,2020,unknown,unknown,comedy,0,not specified,not specified,110,long,7.5,60,1.4,5.5
4075,ts262037,Bread Barbershop,bread barbershop,SHOW,"In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",2020,KR,"Korea, Republic of",animation,2,TV-Y,children,11,short,7.4,132,-1.0,-1.0
4076,tm834653,The Knight and the Princess,the knight and the princess,MOVIE,"An unwavering young warrior's determination to save women and children abducted by pirates, leads him to his sweetheart and to confront a brutal tyrant and his devious sorcerer.",2019,EG,Egypt,comedy,0,PG,supervised,97,long,5.5,394,1.209,-1.0
4077,tm863280,Showtime 1958,showtime 1958,MOVIE,"The true story behind the iconic Selamat Hari Raya song written in 1958, by P. Ramlee and Jamil Sulong during a variety show which they had organised to collect funds for fellow performers and friends who had lost their jobs at the studio.",2020,MY,Malaysia,drama,0,not specified,not specified,110,long,5.6,25,1.275,6.5
4078,ts225708,Six Windows in the Desert,six windows in the desert,SHOW,"From a theatre play to the aftermath of a plane crash, this collection of shorts from Saudi filmmakers depicts the nuances of Saudi Arabian culture.",2020,SA,Saudi Arabia,drama,1,TV-14,supervised,21,short,4.3,3104,1.176,10.0
4079,tm866782,One-Way to Tomorrow,one-way to tomorrow,MOVIE,"Two strangers meet on a journey from Ankara to Izmir. Although having a rough start, their relationship takes a different path when they realize they have to confront themselves and would like to clean the slate as they get to know each other.",2020,TR,Türkiye,comedy,0,not specified,not specified,90,long,5.6,4819,3.827,5.8
4080,tm810423,"Colin Quinn: Red State, Blue State","colin quinn: red state, blue state",MOVIE,Stand-up comedian Colin Quinn calls out the hypocrisies of the left and the right in this special based on his politically charged Off-Broadway show.,2019,US,United States of America,comedy,0,not specified,not specified,65,medium,7.6,727,2.538,7.5
