,id,title,title_lower,type,description,release_year,country_code,country,genre,seasons,age_certification,age_group,runtime,runtime_type,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
0,ts300399,Five Came Back: The Reference Films,five came back: the reference films,SHOW,"This collection includes 12 World War II-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""Five Came Back.""",1945,US,United States of America,documentation,1,TV-MA,adults,51,long,-1.0,-1,0.6,-1.0
1,tm84618,Taxi Driver,taxi driver,MOVIE,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,1976,US,United States of America,drama,0,R,adults,114,long,8.2,808582,40.965,8.179
2,tm154986,Deliverance,deliverance,MOVIE,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",1972,US,United States of America,drama,0,R,adults,109,long,7.7,107673,10.01,7.3
3,tm127384,Monty Python and the Holy Grail,monty python and the holy grail,MOVIE,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",1975,GB,United Kingdom of Great Britain and Northern Ireland,fantasy,0,PG,supervised,91,long,8.2,534486,15.461,7.811
4,tm120801,The Dirty Dozen,the dirty dozen,MOVIE,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",1967,GB,United Kingdom of Great Britain and Northern Ireland,war,0,not specified,not specified,150,long,7.7,72662,20.398,7.6
5,ts22164,Monty Python's Flying Circus,monty python's flying circus,SHOW,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",1969,GB,United Kingdom of Great Britain and Northern Ireland,comedy,4,TV-14,supervised,30,short,8.8,73424,17.617,8.306
6,tm70993,Life of Brian,life of brian,MOVIE,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",1979,GB,United Kingdom of Great Britain and Northern Ireland,comedy,0,R,adults,94,long,8.0,395024,17.77,7.8
7,tm14873,Dirty Harry,dirty harry,MOVIE,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",1971,US,United States of America,thriller,0,R,adults,102,long,7.7,155051,12.817,7.5
8,tm119281,Bonnie and Clyde,bonnie and clyde,MOVIE,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,US,United States of America,crime,0,R,adults,110,long,7.7,112048,15.687,7.5
9,tm98978,The Blue Lagoon,the blue lagoon,MOVIE,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",1980,US,United States of America,romance,0,R,adults,104,long,5.8,69844,50.324,6.156
10,tm44204,The Guns of Navarone,the guns of navarone,MOVIE,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",1961,GB,United Kingdom of Great Britain and Northern Ireland,action,0,not specified,not specified,158,long,7.5,50748,13.844,7.3
11,tm67378,The Professionals,the professionals,MOVIE,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,1966,US,United States of America,western,0,PG-13,supervised,117,long,7.3,16446,13.123,7.1
12,tm69997,Richard Pryor: Live in Concert,richard pryor: live in concert,MOVIE,"Richard Pryor delivers monologues on race, sex, family and his favorite target—himself, live at the Terrace Theatre in Long Beach, California.",1979,US,United States of America,comedy,0,R,adults,78,medium,8.1,5141,4.718,7.5
13,tm16479,White Christmas,white christmas,MOVIE,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,1954,US,United States of America,romance,0,not specified,not specified,115,long,7.5,42488,8.915,7.2
14,tm135083,Cairo Station,cairo station,MOVIE,"Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed by Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.",1958,EG,Egypt,drama,0,not specified,not specified,77,medium,7.5,4471,5.546,7.3
15,tm89386,Hitler: A Career,hitler: a career,MOVIE,"A keen chronicle of the unlikely rise to power of Adolf Hitler (1889-1945) and a dissection of the Third Reich (1933-1945), but also an analysis of mass psychology and how the desperate crowd can be deceived and shepherded to the slaughterhouse.",1977,DE,Germany,history,0,PG,supervised,150,long,7.5,2460,4.305,7.3
16,tm156453,FTA,fta,MOVIE,"A documentary about a political troupe headed by actors Jane Fonda and Donald Sutherland which traveled to towns near military bases in the US in the early 1970s. The group put on shows called ""F.T.A."", which stood for ""F**k the Army"", and was aimed at convincing soldiers to voice their opposition to the Vietnam War, which was raging at the time. Various singers, actors and other entertainers performed antiwar songs and skits during the show.",1972,US,United States of America,war,0,R,adults,97,long,6.2,418,1.268,6.1
17,tm14350,Alexandria… Why?,alexandria… why?,MOVIE,"Set against the panoramic backdrop of war-torn Egypt, director Youssef Chahine tells a highly personal tale of love and determination. Amid the poverty, death and suffering caused by World War II, 18 year-old Yehia, retreats into a private world of fantasy and longing. Obsessed with Hollywood, he dreams of one day studying filmmaking in America, but after falling in love and discovering the lies of European occupation, Yehia profoundly reevaluates his identity and allegiances.",1979,EG,Egypt,drama,0,not specified,not specified,133,long,7.2,1727,1.37,6.0
18,tm81728,The Land,the land,MOVIE,"Set in 1933, the mayor informs the peasants that the share of irrigation of their land will be split equally between them and feudal lord Mahmoud Bey. The peasants send Muhammad Effendi to submit a petition to the government. Then Mahmoud Bey proposes a project that would require taking part of the peasants' lands.",1969,EG,Egypt,drama,0,not specified,not specified,129,long,8.1,1958,1.265,8.5
19,tm94651,Dostana,dostana,MOVIE,"Two close friends decide to enter law enforcement, one as a police officer, the other as a lawyer, but their friendship begins to unravel when they both fall in love with the same woman.",1980,IN,India,drama,0,not specified,not specified,161,long,2.1,25,3.98,4.9
20,tm27298,Saladin the Victorious,saladin the victorious,MOVIE,"Saladin, the first sultan of Egypt and Syria, leads the Muslim military campaign against the invading Christians from Europe during the Third Crusade.",1963,EG,Egypt,action,0,not specified,not specified,186,long,7.6,2508,4.156,7.1
21,tm100027,Alibaba Aur 40 Chor,alibaba aur 40 chor,MOVIE,"The movie is based on the story of Ali Baba and the Forty Thieves, from the One Thousand and One Nights or Arabian Tales. The role of Ali Baba is played by Dharmendra and Hema Malini play Morjina.",1979,SU,unknown,drama,0,not specified,not specified,146,long,6.2,565,2.582,6.8
22,tm19608,The Blazing Sun,the blazing sun,MOVIE,"A rich landlord floods and destroys a village on purpose to prevent the people living there from making a profit off their crops. What he doesn't know is that his own daughter is in love with Ahmed, a young man from the village.",1954,EG,Egypt,crime,0,not specified,not specified,100,long,7.4,1219,2.184,7.0
23,tm204541,Dark Waters,dark waters,MOVIE,"Ragab, a poor sailor, returns home to Alexandria after three years of absence, during which he tried to save money to marry his one true love, Hamedah. But there's trouble on the harbor, and with an old friend.",1956,EG,Egypt,action,0,not specified,not specified,120,long,6.7,610,0.849,5.9
24,tm259855,We Are All for the Fatherland,we are all for the fatherland,MOVIE,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South.",1979,LB,Lebanon,documentation,0,not specified,not specified,74,medium,6.1,47,0.6,5.2
25,tm356209,Singapore,singapore,MOVIE,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",1960,IN,India,drama,0,not specified,not specified,158,long,6.4,84,0.792,6.3
26,ts45948,Monty Python's Fliegender Zirkus,monty python's fliegender zirkus,SHOW,"Monty Python's Fliegender Zirkus consisted of two 45-minute Monty Python German television comedy specials produced by WDR for West German television. The two episodes were first broadcast in January and December 1972 and were shot entirely on film and mostly on location in Bavaria, with the first episode recorded in German and the second recorded in English and then dubbed into German.",1972,unknown,unknown,comedy,1,TV-MA,adults,43,long,8.1,2151,1.487,7.0
27,tm200475,"Beirut, Oh Beirut","beirut, oh beirut",MOVIE,"In the aftermath of the 1967 defeat, four young Lebanese try to figure out their places in a society whose rules seem to have changed. It proved to be an extraordinary anticipation of the civil war that would engulf the country while the film was being edited.",1975,LB,Lebanon,drama,0,not specified,not specified,110,long,6.4,108,1.025,7.2
28,tm90896,The Return of the Prodigal Son,the return of the prodigal son,MOVIE,"In this Andre Gide adaptation, an activist is released after many years in prison and returns home, shaking up established relationships among his family members at the farm governed by his strict father. Demonstrating Chahine’s eclecticism, this is an elegant melodrama, exuberant musical, layered allegory, and profound portrait of personal and political disillusionment.",1976,DZ,Algeria,music,0,not specified,not specified,124,long,7.2,780,1.858,5.3
29,tm336403,Khoon Khoon,khoon khoon,MOVIE,"As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of Dirty Harry.",1973,IN,India,crime,0,not specified,not specified,131,long,5.1,41,1.948,3.8
30,tm107372,Manoranjan,manoranjan,MOVIE,"Havaldar Ratan is a rookie at the local police station, and is assigned duty on foot patrol on Manoranjan Street, a notorious red-light area, on the very first day of his job. He strikes up a conversation with a good-looking young woman named Nisha, and tells her that there is a possible violation of Suppression of Immoral Trafficking Act taking place on this street. He witnesses several women soliciting men, and decides to call in the paddy wagon, and get them arrested. Alas, one of the men frequenting the prostitutes is none other than Ratan's superior officer, who immediately summons Ratan, and has him removed from service on corruption charges. Nisha takes pity on a homeless and unemployed Ratan, and asks him to live with her. He does not want her to sell her body, and so he decides to work at night, and during the day he takes on the guise of a rich Nawab and spends time with her.",1974,IN,India,romance,0,not specified,not specified,162,long,6.5,237,1.532,5.3
31,tm358653,Ujala,ujala,MOVIE,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",1959,IN,India,romance,0,not specified,not specified,142,long,6.6,78,0.84,6.0
32,tm259684,Whispers,whispers,MOVIE,"At every station, between sites filled with poetry and nostalgia for a bygone era, the poet's dashed dreams and idealized vision of her country coincide with the director's own.",1980,CA,Canada,documentation,0,not specified,not specified,93,long,7.8,78,0.6,5.0
33,tm403346,Chadi Jawani Budhe Nu,chadi jawani budhe nu,MOVIE,"A small-time businessman (B.S. Sood) reaches the ""naughty forties"". Now his wife is not good enough anymore, so he decides he needs a modern up to date mistress, resulting in hilarious situations.",1976,IN,India,romance,0,not specified,not specified,135,long,4.6,14,0.62,6.0
34,tm16812,Bandie,bandie,MOVIE,"Maharaj Brajbhan lives a wealthy lifestyle in Bharatpur, India along with his wife, Badi Rani, but have been unable to conceive for Bharatpur, and have no choice but to leave it's reigns with Brajban's widowed cousin, Vikram, and his son, Kanchan. When Vikram finds out that Badi Rani is pregnant, he plots to first sully her character by having her abducted, then shunned by the Maharaj, and then decides to have her killed. But her killer has a change of heart and lets her live. She gives birth to a son, names him Bhola, and starts living a simple lifestyle in a Mandir with the help of it's Poojary. Years later Vikram finds out she is alive and kills her, as well the Poojary and the Poojary's son. Bhola witnesses this, manages to escape, starts to live with a poor widow, grows up uneducated, and makes a living through crime.",1978,IN,India,drama,0,not specified,not specified,141,long,4.4,35,1.166,6.0
35,ts20681,Seinfeld,seinfeld,SHOW,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,US,United States of America,comedy,9,TV-PG,supervised,24,short,8.9,308824,130.213,8.301
36,tm155787,GoodFellas,goodfellas,MOVIE,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990,US,United States of America,drama,0,R,adults,145,long,8.7,1131681,50.387,8.463
37,tm22327,Full Metal Jacket,full metal jacket,MOVIE,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,US,United States of America,war,0,R,adults,117,long,8.3,729274,32.937,8.1
38,tm180542,Once Upon a Time in America,once upon a time in america,MOVIE,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",1984,US,United States of America,crime,0,R,adults,139,long,8.3,345714,28.937,8.453
39,tm138875,When Harry Met Sally...,when harry met sally...,MOVIE,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",1989,US,United States of America,comedy,0,R,adults,96,long,7.7,216199,15.123,7.4
40,tm2386,A Nightmare on Elm Street,a nightmare on elm street,MOVIE,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,GB,United Kingdom of Great Britain and Northern Ireland,horror,0,R,adults,91,long,7.4,234068,48.358,7.3
41,tm133087,Steel Magnolias,steel magnolias,MOVIE,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",1989,US,United States of America,comedy,0,PG,supervised,119,long,7.3,54946,11.69,7.2
42,tm177480,Police Academy,police academy,MOVIE,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",1984,US,United States of America,crime,0,R,adults,97,long,6.7,124881,25.533,6.6
43,tm54450,Christine,christine,MOVIE,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",1983,US,United States of America,horror,0,R,adults,110,long,6.7,81922,23.418,6.8
44,ts22082,Knight Rider,knight rider,SHOW,"Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",1982,US,United States of America,scifi,4,TV-PG,supervised,51,long,6.9,34115,50.267,7.5
45,ts21715,Thomas & Friends,thomas & friends,SHOW,"Thomas & Friends is a British children's television series, which had its first broadcast on the ITV network on 4 September 1984. It is based on The Railway Series of books by the Reverend Wilbert Awdry and his son, Christopher Awdry. These books deal with the adventures of a group of anthropomorphised locomotives and road vehicles who live on the fictional Island of Sodor. The books were based on stories Wilbert told to entertain his son, Christopher during his recovery from measles. From Series one to four, many of the stories are based on events from Awdry's personal experience.",1984,GB,United Kingdom of Great Britain and Northern Ireland,animation,24,TV-Y,children,10,short,6.5,5104,42.196,6.5
46,ts20678,Saved by the Bell,saved by the bell,SHOW,"Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",1989,US,United States of America,family,5,TV-G,children,23,short,7.1,35034,19.855,8.0
47,tm145608,Awakenings,awakenings,MOVIE,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",1990,US,United States of America,drama,0,PG-13,supervised,120,long,7.8,139240,12.23,7.8
48,ts25028,Wheel of Fortune,wheel of fortune,SHOW,"This game show sees contestants solve word puzzles, similar to those used in Hangman, to win cash and prizes determined by spinning a giant carnival wheel.",1983,US,United States of America,family,39,TV-G,children,26,short,6.7,3145,5.935,6.8
49,tm147710,National Lampoon's Christmas Vacation,national lampoon's christmas vacation,MOVIE,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",1989,US,United States of America,comedy,0,PG-13,supervised,97,long,7.5,185760,18.862,7.2
50,tm142895,Lean On Me,lean on me,MOVIE,"When principal Joe Clark takes over decaying Eastside High School, he's faced with students wearing gang colors and graffiti-covered walls. Determined to do anything he must to turn the school around, he expels suspected drug dealers, padlocks doors and demands effort and results from students, staff and parents. Autocratic to a fault, this real-life educator put it all on the line.",1989,US,United States of America,drama,0,PG-13,supervised,105,long,7.4,20680,19.449,7.3
51,tm20712,Eddie Murphy Raw,eddie murphy raw,MOVIE,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",1987,US,United States of America,comedy,0,R,adults,90,long,7.6,19757,7.992,7.3
52,tm117580,She's Gotta Have It,she's gotta have it,MOVIE,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",1986,US,United States of America,romance,0,R,adults,84,medium,6.7,14472,7.416,6.707
53,ts23753,Major Dad,major dad,SHOW,"Major Dad is an American sitcom created by Richard C. Okie and John G. Stephens, developed by Earl Pomerantz, that originally ran from 1989 to 1993 on CBS, starring Gerald McRaney as Major John D. MacGillis and Shanna Reed as his wife Polly. The cast also includes Beverly Archer, Matt Mulhern, Jon Cypher, Marisa Ryan, Nicole Dubuc and Chelsea Hertford.",1989,US,United States of America,comedy,4,TV-PG,supervised,24,short,6.5,2922,9.849,6.5
54,tm130586,Endless Love,endless love,MOVIE,"Two young kids fall in love with each other. But the passion is too consuming for the parents of Jade. The parents try to stop them from seeing each other. But when this doesn't work, David burns down the house and is sent away. This doesn't stop him from seeing her. When he gets out he goes to look for her. But the passion for his first love is too strong and she has to leave.",1981,US,United States of America,romance,0,R,adults,116,long,4.9,8524,19.116,5.7
55,ts987,Danger Mouse,danger mouse,SHOW,"Danger Mouse, the world's greatest secret agent, and his side-kick Penfold work to foil the evil schemes of Baron Greenback.",1981,GB,United Kingdom of Great Britain and Northern Ireland,animation,10,TV-Y,children,14,short,7.4,3545,8.55,7.5
56,tm721687,Vaashi,vaashi,MOVIE,"Ebin Mathew, a budding lawyer ambitiously joins hands with his advocate friend Madhavi Mohan, to share a new office space in order for them to start their independent careers. Their relationship gets strained when they land on opposite ends of a case.",1983,IN,India,drama,0,not specified,not specified,123,long,6.7,388,3.79,-1.0
57,tm40103,Mobile Suit Gundam: Char's Counterattack,mobile suit gundam: char's counterattack,MOVIE,In UC 0093 the Federation has recovered from its defeat and has created a new anti-colonial special forces unit to deal with rebel forces: Londo Bell. Elsewhere in space Char Aznable re-appears out of self imposed hiding with a declaration that he now commands his own Neo-Zeon movementand intends to force the emigration of Earth's inhabitants to space by bringing about an apocalypse.,1988,JP,Japan,scifi,0,not specified,not specified,119,long,7.3,1693,8.092,6.7
58,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,mobile suit gundam ii: soldiers of sorrow,MOVIE,"After managing to survive attacks by Zeon's Char Aznable and Garma Zabi, the crew of Federation warship White Base and its mobile suits must battle Zeon forces through Asia, Europe, and the Atlantic Ocean if they are to reach Earth Federation's headquarters alive. During that process many of its crewmembers must overcome their fears, losses, immaturities, and insecurities in order to survive.",1981,JP,Japan,animation,0,not specified,not specified,133,long,7.2,1274,13.125,7.2
59,ts2760,Fireman Sam,fireman sam,SHOW,"Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.",1987,GB,United Kingdom of Great Britain and Northern Ireland,animation,13,TV-Y,children,10,short,6.1,1785,37.647,7.2
60,tm21953,Sam Kinison: Breaking the Rules,sam kinison: breaking the rules,MOVIE,"This is a great performance. Through yelling and energetic story-telling, he talks about marriage, drugs, being arrested (thanks to his ex-wife), pleasing women, religion, and much, much more.",1987,US,United States of America,comedy,0,R,adults,50,short,7.2,660,1.843,7.2
61,tm126769,Waiting for the Hearse,waiting for the hearse,MOVIE,"Mama Cora, who is almost eighty years old, has three sons and a daughter. She lives with one of them, who has serious financial problems. The family meets one day to celebrate an anniversary meal, and that is when the problem arises: which of them will take care of her?",1985,AR,Argentina,comedy,0,not specified,not specified,87,medium,8.0,6399,7.81,8.1
62,tm152839,Tim Allen: Men Are Pigs,tim allen: men are pigs,MOVIE,"Comedian Tim Allen shares his enthusiasm for power tools, automobiles, grunting, and the myriad obsessions of the American male in this special for the Showtime premium cable network, which was aired a few years before he rose to stardom with the television sitcom Home Improvement.",1990,US,United States of America,comedy,0,not specified,not specified,30,short,6.1,360,2.482,6.3
63,tm49037,Mobile Suit Gundam III: Encounters in Space,mobile suit gundam iii: encounters in space,MOVIE,"Amuro Ray and the rest of the White Base crew, now denominated the 13th Autonomous Corps, return to outer space to support the rest of the Earth Federation forces for the decisive battle against the Duchy of Zeon's forces.",1982,JP,Japan,action,0,not specified,not specified,144,long,7.6,1236,12.741,7.5
64,tm62924,Monty Python Live at the Hollywood Bowl,monty python live at the hollywood bowl,MOVIE,"Monty Python perform many of their greatest sketches at the Hollywood Bowl, including several from pre-Python days.",1982,GB,United Kingdom of Great Britain and Northern Ireland,comedy,0,R,adults,81,medium,7.9,15230,6.833,7.4
65,tm52815,Disco Dancer,disco dancer,MOVIE,"Anil, a street singer, is humiliated and driven out of Bombay along with his mother. However, he soon becomes a famous performer but the enemies from his past try to destroy his hard-earned career.",1982,IN,India,drama,0,not specified,not specified,106,long,6.4,1476,7.879,5.3
66,tm159912,Agneepath,agneepath,MOVIE,"The movie depicts the life of a young boy, Vijay (Amitabh Bachchan), whose father gets brutally lynched by a mobster Kancha Cheena. It's a journey of his quest for revenge, which leads him to become a gangster as an adult. Watch out for Amitabh Bachchan in one of the most powerful roles of his career. Will Vijay lose his family in the process of satisfying his vengeance?",1990,IN,India,drama,0,not specified,not specified,174,long,7.6,8947,4.062,6.5
67,tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,parrot sketch not included: twenty years of monty python,MOVIE,"Steve Martin presents selected sketches from ""Monty Python's Flying Circus (1969)"". It's the well known sketches, though the parrot sketch is not included. Steve Martin has some funny comments on the Pythons.",1989,GB,United Kingdom of Great Britain and Northern Ireland,comedy,0,not specified,not specified,72,medium,8.1,1522,1.801,6.9
68,tm38736,Too Young The Hero,too young the hero,MOVIE,"TV movie based upon the true story of Calvin Graham, who, as a 12 year old boy, enlisted in the US Navy during WWII.",1988,US,United States of America,drama,0,not specified,not specified,100,long,6.7,502,1.485,6.2
69,tm51083,A Stoning in Fulham County,a stoning in fulham county,MOVIE,Religious beliefs clash with the law when an Amish infant is killed in a rural community.,1988,US,United States of America,thriller,0,not specified,not specified,120,long,5.9,387,1.01,5.8
70,tm137013,The Ryan White Story,the ryan white story,MOVIE,"The story of Ryan White, a 13-year-old haemophiliac who contracted AIDS from factor VIII, which was used to control this disorder.",1989,US,United States of America,drama,0,not specified,not specified,102,long,7.2,863,1.981,5.9
71,tm157603,Dil,dil,MOVIE,"Raja lives a poor lifestyle along with his dad, Hazariprasad and mom. He attends college where he has several run-ins with wealthy fellow-collegian, Madhu Mehra. Matters escalate to such an extent that she accuses him of sexually molesting her. When his dad comes to know, he decides to seize this chance to get rich quickly, masquerades as a wealthy businessman, approaches Mr. Mehra, and arranges for their children to get married. Murphy's law prevails at the time of the engagement - changing everyone's lives forever.",1990,IN,India,drama,0,not specified,not specified,172,long,6.6,5316,3.992,6.5
72,tm258072,Adam: His Song Continues,adam: his song continues,MOVIE,"Follows the true story of John and Reve Walsh who, after their child was murdered, fought to raise national awareness of the problem of missing children.",1986,US,United States of America,crime,0,not specified,not specified,100,long,7.0,212,1.603,7.0
73,tm114356,The George McKenna Story,the george mckenna story,MOVIE,"Washington plays a school principal in a tough inner city Los Angeles high school out to rid it of drugs, gangs, low moral of teachers, and restore educational values.",1988,US,United States of America,drama,0,not specified,not specified,100,long,6.0,921,2.296,6.1
74,tm157853,In Defense of a Married Man,in defense of a married man,MOVIE,"When a defense lawyer's adulterous husband becomes the prime suspect in the murder of the woman he was cheating with, his wife chooses to defend him. Can she overcome his betrayal while searching for the truth?",1990,US,United States of America,drama,0,not specified,not specified,94,long,5.6,207,2.444,4.9
75,tm446654,Mujrim,mujrim,MOVIE,"The film follows the story of Shankar, who is regarded as a criminal by the society after being in jail for ten years since childhood.",1989,IN,India,drama,0,not specified,not specified,162,long,5.4,197,1.418,6.0
76,tm348735,Aakhri Adaalat,aakhri adaalat,MOVIE,Inspector Amar Kaushal attempts to incarcerate wrong-doers in his society only lead to frustration when they are let off by the incompetence of the law and his superiors and seniors. Eventually Amar stands accused of killing several criminals and innocents which prompts him to take law into his own hands.,1988,IN,India,action,0,not specified,not specified,148,long,5.1,92,1.374,5.0
77,tm151332,"Alexandria, Again and Forever","alexandria, again and forever",MOVIE,"Set in 1987 against the backdrop of a hunger strike by the Egyptian film industry, Chahine himself steps in to play Yehia, the famed Egyptian director whose life is chronicled in ""Alexandria, Why?"" and ""An Egyptian Story"". Obsessed with Amr, the handsome actor he discovered and cast as his alter-ego in parts one and two of The Alexandria Trilogy, Yehia pressures Amr to star in various film projects that change even as Yehia's perception of the young actor begins to change. He first casts Amr as Hamlet, which the actor deems too demanding for his talents, then as the lead in a musical biopic of demigod Alexander the Great, who founded the city of Alexandria in 332 B.C.",1989,FR,France,drama,0,not specified,not specified,105,long,6.5,658,0.817,5.3
